Field,RMSE_LightGBM,MAE_LightGBM,MAPE_LightGBM
field1,12.59120828008908,10.487364942922122,90.82149216040129
field2,23.641941006661128,17.955643339070612,77.58129122556996
field3,399.40078497953857,264.30011974947763,248.41406760226144
field4,25.962121418246884,20.31354911983247,1120769657.3542535
field7,11.02772598177036,9.037121306462396,66.86600011803925
field8,13.415116628548235,10.891249768549471,69.82198039285834
