Field,RMSE,MAE,MAPE
field1,8.597674694647088,6.186583745154104,26.82196739980398
field2,14.084966899674601,10.093393458194704,31.905733268652803
field3,407.33312196735227,273.23521796942595,62.326511266804815
field4,17.254008238060408,8.308208374681097,2549.3117213101195
field7,11.400211628720015,9.678178604650725,39.02505075550835
field8,13.487884878483793,11.314734482658961,42.17825754193716
