Model,RMSE,MAE,MAPE
LightGBMModel_1,9.2666904126316,6.900963976912933,31.35494946218303
LightGBMModel_2,21.475711691230206,16.248881248642768,45.33349555600903
LightGBMModel_3,424.5549306919866,286.17845472261797,82.7314494037292
LightGBMModel_4,15.866460052809767,7.970105240987662,915.699879138531
LightGBMModel_7,10.44180978065589,7.988801233358802,41.32380996834675
LightGBMModel_8,13.217571218984222,9.303656881079151,47.76707677261155
