Model,RMSE,MAE,MAPE
model1,8.664188710400685,6.208047633702473,133.7226444389701
model2,15.314179376837084,10.622568607262835,78.5683115311226
model3,392.95914182276556,253.34539184037834,265.2010801098151
model4,17.307962973952403,6.94754464284375,36.30952280084658
model7,11.404186454929688,9.672560831916494,76.64810813510256
model8,13.489474140904044,11.306137292254302,76.7598303870728
