Model,RMSE,MAE,MAPE
NaiveSeasonal_1,4.8929052333122405,1.9440755713789182,8.452502484256168
NaiveSeasonal_2,9.887666177622913,3.8028482375508603,16.534122771960263
NaiveSeasonal_4,11.697460485398164,5.6147032889751065,24.411753430326556
NaiveSeasonal_8,6.345408395444828,2.6606753295393357,11.568153606692766
