Model,RMSE,MAE,MAPE
NaiveDrift_1,8.283673943983969,4.886435909165847,62.723053369083125
NaiveDrift_2,14.786092966273115,7.647137333509826,88.45953751960876
NaiveDrift_4,34.8423230585273,29.221139916979716,44.74556666277357
NaiveDrift_7,10.209680404625816,7.387871728105568,47.43392093728316
NaiveDrift_8,12.229257566702344,8.587401092497293,52.72942000697769
