Target,RMSE,MAE,MAPE
target1,13.353209188602198,10.642563445721727,73.38837284729284
target2,25.411044242777873,19.077299519843752,58.22799283973449
target3,389.9368386611549,255.3573662277202,279.71474666632525
target4,41.69428741654675,36.10180994504316,2424670167.5575805
target7,13.890567710358045,11.55657026305506,99.70026878147115
target8,16.158323623898728,13.663613914080356,103.27217082704105
