Target,RMSE,MAE,MAPE
target1,8.65278842717047,6.209316974676592,26.79343208061778
target2,15.314347538823542,10.62314670847141,33.159303295661665
target3,392.90584319996276,253.35068105193568,49.207153975732034
target4,15.917600938746354,10.507034297348882,171.4027038077904
target7,11.40571169486484,9.673928766051635,38.982477798546014
target8,13.490646620373676,11.308032581476915,42.13683293566497
