Model,RMSE,MAE,MAPE
ExponentialSmoothing_1,16.03393343509027,13.068037310191917,312.55112035223556
ExponentialSmoothing_2,22.0878267591094,16.667378710447803,122.40879529362243
ExponentialSmoothing_3,454.86937879201014,351.5066338049993,47.76115829992496
ExponentialSmoothing_4,41.23516236017939,35.94980622026329,72.37611973788091
ExponentialSmoothing_7,14.190997481999764,11.800792389097223,38.98245591427885
ExponentialSmoothing_8,14.867258729918483,12.695860682413903,41.53138579691411
