Target,RMSE,MAE,MAPE
target1,13.353208458330434,10.642562755245535,127.25787804970214
target2,25.411043508604266,19.077298698415177,208.91205785933576
target3,389.9368385800588,255.3573662158155,47.12521537276411
target4,41.69428826939572,36.10181051647172,71.78818017452141
target7,13.890568313972386,11.556570513055053,38.737107862824956
target8,16.1583241803053,13.663614164080352,41.342251627978236
