Field,RMSE,MAE
field1,110.21539335980106,86.19694498858053
field2,66.91999107225945,52.8401141108949
field3,83.43577076541094,68.15997918497844
field4,166.0114290129244,139.04900734219567
field7,11.663019419145797,8.536640429537881
field8,15.651823915499063,11.551761003686371
