Target,RMSE,MAE
target1,220.07074568843555,187.88187602501307
target2,110.44645945201549,92.11922505905741
target3,155.93827720166524,124.12551730309167
target4,262.60779432491546,224.79904905326822
target7,22.935122277184647,20.314490335108843
target8,28.678075150250386,25.29476235377554
