Target,RMSE,MAE
target1,108.91100001179056,93.93924520352287
target2,68.40892879640978,56.495023720727865
target3,165.23685321392682,149.00278276013393
target4,178.59684051625652,151.85436810925822
target7,10.545290584039153,9.140237296825132
target8,14.46448684344404,12.942798649114025
