Target,RMSE,MAE
target1,109.63264608747754,85.5978364114975
target2,66.36843797267487,52.40686377840681
target3,171.74985400558745,151.6064577758368
target4,154.01512523284592,125.435414325557
target7,14.040975781525521,10.512922806629545
target8,19.35710330452534,14.659993971123631
