Target,RMSE,MAE
target1,277.9443983848989,248.02699479589353
target2,160.45411291359656,142.71242668773303
target3,458.21773563127164,398.31479386801897
target4,334.0937857697155,295.80869367140104
target7,26.215459361306078,23.97225962887353
target8,32.33322110158603,29.444933064664117
