Target,RMSE,MAE
target1,109.62426557671014,85.58935782517261
target2,66.52576162873379,52.530563763474284
target3,169.93568548816293,149.6811793366221
target4,154.0084119542493,125.42710751221782
target7,14.043931129034915,10.515491128562815
target8,19.365950802712064,14.669429286426142
