Target,RMSE,MAE
target1,86.68380953919912,70.26114704653439
target2,53.81196935252119,43.946923227630236
target3,74.18259674258047,60.672327983514705
target4,140.57872577517,114.81364374380489
target7,12.50939453971052,11.24474712725827
target8,16.366999067758293,14.491083285932147
