Field,RMSE,MAE
field1,110.23312572833483,86.2059846145589
field2,67.19066981662034,53.06314750560428
field3,82.13961329286634,64.71086156359533
field4,163.02489300916605,135.677846572761
field7,9.489482391303579,8.159939659738583
field8,12.878825538056175,11.177491210930652
