Target,RMSE,MAE
target1,81.83779979013687,72.02535999343726
target2,69.0498692959091,54.86773359909354
target3,120.5292322917213,99.56624302861998
target4,168.2144104899149,140.02783044353114
target7,18.425110440307165,14.864322376018615
target8,22.78021286389871,18.38790808130206
