Target,RMSE,MAE
target1,109.24073361359297,85.16851700284256
target2,66.90754031549471,52.72331263509949
target3,122.59592811516534,103.86081667982273
target4,165.3103656090939,138.90685801742535
target7,11.307224389363192,8.268115843329596
target8,22.61284619715427,18.118923926136848
