Target,RMSE,MAE
target1,145.14472346429605,117.79132578496608
target2,93.06702961392244,76.41941378717097
target3,112.85977984626187,86.85274323200926
target4,247.512087117362,213.93555632436113
target7,15.584697657989983,13.934453883400248
target8,21.293083355009504,18.72818875392386
