Target,RMSE,MAE
target1,249.30806229510998,224.21544507082862
target2,170.3847317271333,161.93089259848512
target3,331.50253989624946,320.51747514570826
target4,240.4162779646823,220.98586435741396
target7,17.048883373642838,15.430645871069032
target8,22.441906459190832,19.89317886354542
