Target,RMSE,MAE
target1,176.31379604822268,150.1335530157243
target2,95.59148697984561,78.9126892985983
target3,126.28497317585378,100.31176015658234
target4,55.15301467789997,44.67353234217308
target7,11.162920982286835,10.029970619556439
target8,18.6265108374838,16.48197647634822
