Target,RMSE,MAE
target1,110.19481569416683,86.16364076425063
target2,67.25919431920254,53.123595697168696
target3,80.37013725874256,64.83557198205988
target4,162.92283031919075,135.50148104770236
target7,14.217141506349892,10.689663393588246
target8,19.62896861457414,14.953293909900465
