Target,RMSE,MAE
target1,110.19511990122699,86.16395526304824
target2,67.26012288263556,53.12458651419582
target3,82.90656267083472,64.75699655245627
target4,163.0537305243508,135.70618625115978
target7,11.42986579330847,8.352353974627114
target8,15.437449347838658,11.386557941305645
