Field,RMSE_LightGBM,MAE_LightGBM
field1,114.21723077121732,90.73608956784041
field2,68.33145122093917,54.763363491008434
field3,133.64889522440146,108.89242338876417
field4,165.83252097749778,139.4935434806234
field7,10.758181852514776,9.031625467524096
field8,14.729669484626045,12.517721722463756
