Field,RMSE_RF,MAE_RF
field1,111.67458024815443,87.77965467625657
field2,67.24938038078555,53.31020655016193
field3,136.79200378955747,114.21934479918755
field4,162.0438419387144,135.81876271430588
field7,11.054483354080258,9.482876679008736
field8,14.922720178897178,12.880246771542044
