Field,RMSE_XG,MAE_XG,MAPE_XG
field1,117.80987685013372,93.16786513213744,25.111187860460827
field2,62.69849424209112,49.76945683492299,23.343313321736233
field3,120.81720956326186,96.88285289749228,11.422433397828035
field4,163.467797661291,136.94243840341238,30.53512471710963
field7,12.519085215831451,10.551317027867272,34.247393007558124
field8,17.271390913082328,14.28742870922226,41.09106876370503
