Field,RMSE_CB,MAE_CB,MAPE_CB
field1,139.25300391948093,110.35328052959379,29.68471304958235
field2,93.76220697182268,75.85610955053815,35.81519814960461
field3,165.00649161146418,139.4288997614462,16.347660088896117
field4,194.27710880353445,161.31513440180322,35.66311508405636
field7,14.15927537638945,12.391130607355032,37.98153922574193
field8,18.228627508164834,15.767313859168604,40.96753226617961
