Field,RMSE_LightGBM,MAE_LightGBM,MAPE_LightGBM
field1,114.21723077121732,90.73608956784041,24.378277454813016
field2,68.33145122093917,54.763363491008434,25.66281026279394
field3,133.64889522440146,108.89242338876417,12.632800750207979
field4,165.83252097749778,139.4935434806234,31.071657659974424
field7,10.758181852514776,9.031625467524096,29.891445117941945
field8,14.729669484626045,12.517721722463756,36.23264060579754
