Field,RMSE_RF,MAE_RF,MAPE_RF
field1,111.63688418606172,87.56536999252882,23.3407366033565
field2,67.66578161226701,53.603284903447665,24.925209943513348
field3,152.3434067675665,130.398572054469,15.224021267298193
field4,160.5049440852516,134.6099934119786,29.915475991167934
field7,11.183207979839016,9.713729856817235,27.911433576387434
field8,15.271994466322395,13.147722950889179,31.398479398830542
