Field,RMSE,MAE,MAPE
field1,112.41385907430366,89.11072940787855,23.912007812254956
field2,67.91239766284679,54.56041361714086,25.62303345573086
field3,72.82902097710662,59.436567043513044,7.126255076653917
field4,163.84569303288822,136.13370963152838,30.103096442149894
field7,9.563603009042348,8.074837807195866,27.339759821333647
field8,12.839073689508835,11.190884559458901,32.40025891970893
