Model,RMSE,MAE,MAPE
field_1,40.944273382129396,16.38360148229913,7.15207218554212
field_2,23.41322611549386,10.63614505189345,7.925643570927056
field_3,108.417040971141,90.13403823228185,12.587684649680739
field_4,61.99897643774629,38.098994572235334,13.969631343152958
field_7,17.87278728403223,14.390025710374907,115.12020568299926
field_8,21.496195677646103,16.664644893772778,121.93642605199592
