Target,RMSE,MAE,MAPE
target1,110.19511990122699,86.16395526304824,36.27663036596372
target2,67.26012288263556,53.12458651419582,40.277065151727435
target3,82.90656267083472,64.75699655245627,8.105573597742143
target4,163.0537305243508,135.70618625115978,50.99998842355868
target7,11.42986579330847,8.352353974627114,19.458398311959275
target8,15.437449347838658,11.386557941305645,21.820916825131796
