Target,RMSE,MAE,MAPE
target1,108.91100001179056,93.93924520352287,39.83179627686796
target2,68.40892879640978,56.495023720727865,43.634833124622716
target3,165.23685321392682,149.00278276013393,22.138188626192225
target4,178.59684051625652,151.85436810925822,61.5840802100952
target7,10.545290584039153,9.140237296825132,25.50105859987031
target8,14.46448684344404,12.942798649114025,31.91660852844888
