Target,RMSE,MAE,MAPE
target1,109.63264608747754,85.5978364114975,35.928994654106226
target2,66.36843797267487,52.40686377840681,39.39158490043612
target3,171.74985400558745,151.6064577758368,15.549651405963715
target4,154.01512523284592,125.435414325557,45.26711842025921
target7,14.040975781525521,10.512922806629545,22.329744933799667
target8,19.35710330452534,14.659993971123631,25.135720818222495
