Model,RMSE,MAE,MAPE
field_1,35.234570136211914,26.378553282313884,9.85513110893753
field_2,24.702291218275047,19.952611800788254,12.714396351820433
field_3,126.35935546547648,106.76331321873468,13.958407363937647
field_4,66.46640607787914,57.067739768811975,18.285709183185027
field_7,22.023925245890872,18.223014323565334,270.3054089983635
field_8,26.567513208789148,21.411563845643947,342.1150265712672
