Target,RMSE,MAE,MAPE
target1,179.52917097580527,153.10372771103243,99.95031999972267
target2,83.43908404987828,67.7948895635296,61.094008065136265
target3,128.95228038633553,104.36150892783205,14.707303063842915
target4,288.0419102465549,253.71266470455362,220.39405144002183
target7,14.37867624635173,12.90589547717519,53.48347930632116
target8,20.06024592290707,17.71244535599378,68.91736208902009
