Target,RMSE,MAE,MAPE
target1,81.83779979013687,72.02535999343726,26.010967915246486
target2,69.0498692959091,54.86773359909354,42.342800950264426
target3,120.5292322917213,99.56624302861998,10.902933208061249
target4,168.2144104899149,140.02783044353114,53.906290496939114
target7,18.425110440307165,14.864322376018615,28.18018278275236
target8,22.78021286389871,18.38790808130206,29.304419498588846
