Model,RMSE,MAE,MAPE
ExponentialSmoothing_1,294.8234015436013,246.33306464421452,1398.7246745023067
ExponentialSmoothing_2,24.929665742621616,20.59597755347171,11.013006730617038
ExponentialSmoothing_3,160.83231011694673,141.28597834843924,14.656091438180315
ExponentialSmoothing_4,310.4500492043479,260.8272174977893,863.1100960307267
ExponentialSmoothing_7,13.585957746120433,10.320771488890271,22.312192962365117
ExponentialSmoothing_8,24.167044263031336,19.381978485958857,30.052638605808134
