Model,RMSE,MAE,MAPE
LightGBMModel_1,114.47016123490687,90.96610333860606,39.19279043221669
LightGBMModel_2,62.98233969960529,49.98680069463994,36.390442350988735
LightGBMModel_3,112.2357149878559,88.34544621010306,11.192444850898987
LightGBMModel_4,165.66473213120554,138.33997148955547,52.62336576466671
LightGBMModel_7,13.028508861768305,10.155214098077625,46.69074664004837
LightGBMModel_8,17.41818581138246,14.004076816806243,57.48336299832965
