Field,RMSE,MAE,MAPE
field1,110.23312572833483,86.2059846145589,22.939786262982384
field2,67.19066981662034,53.06314750560428,24.62835376165416
field3,82.13961329286634,64.71086156359533,7.825849626631854
field4,163.02489300916605,135.677846572761,30.01891248049008
field7,9.489482391303579,8.159939659738583,27.419594204633718
field8,12.878825538056175,11.177491210930652,32.94624283355454
