Target,RMSE,MAE,MAPE
target1,110.61770355003077,86.65471342215885,23.083303951502103
target2,67.70849160813285,53.547836533222664,24.876859874376684
target3,112.82897845695614,90.79586127033008,10.49411077625999
target4,167.84846005833438,139.31818478323552,30.770398129988248
target7,18.798630599921612,16.70265945076182,41.244739239936834
target8,24.40923749517245,21.413052251559353,43.32220800849312
