Datetime,id,field1,field2,field3,field4,field5,field6,field7,field8
12-01-2023 04:45,505333,15.18386714,18.56287425,532.3577236,0,28,76,28.26666667,29.86666667
12-01-2023 05:00,505348,15.89561091,19.76047904,528.7804878,0.231481481,28,76,28.26666667,30.26666667
12-01-2023 05:15,505363,16.60735469,19.16167665,470.5691057,0.231481481,28,76.06666667,26.86666667,29.2
12-01-2023 05:30,505378,16.84460261,20.35928144,397.7235772,0,28,76,27.53333333,28.73333333
12-01-2023 05:45,505393,15.18386714,18.56287425,376.2601626,0,28,76.2,25.66666667,27.33333333
12-01-2023 06:00,505408,16.37010676,21.15768463,189.2682927,0,27.93333333,76.46666667,22.53333333,23.66666667
12-01-2023 06:15,505423,16.60735469,22.55489022,183.4146341,0,27,78.06666667,23.4,25.66666667
12-01-2023 06:30,505438,18.26809015,22.35528942,188.9430894,0,27,78.93333333,21.66666667,23.73333333
12-01-2023 06:45,505453,17.79359431,20.75848303,270.8943089,0,27,79.33333333,21.86666667,23.6
12-01-2023 07:00,505468,15.89561091,17.16566866,491.0569106,1.157407407,27,79.53333333,29.53333333,32.86666667
12-01-2023 07:15,505483,13.99762752,16.76646707,1128.780488,8.796296296,27.4,77.73333333,38.73333333,47.46666667
12-01-2023 07:30,505498,12.8113879,13.97205589,1011.056911,5.092592593,28,77.6,32.26666667,35.66666667
12-01-2023 07:45,505513,11.8623962,15.56886228,1413.98374,19.21296296,28,76.53333333,32.06666667,35.6
12-01-2023 08:00,505528,12.57413998,15.76846307,1711.869919,28.24074074,28,75.46666667,33.06666667,37.4
12-01-2023 08:15,505543,13.04863582,16.76646707,2021.138211,35.64814815,28,75,33.06666667,36.93333333
12-01-2023 08:30,505558,15.42111507,18.16367265,2105.365854,36.34259259,28,74.53333333,31.8,35.93333333
12-01-2023 08:45,505573,18.03084223,20.95808383,1847.479675,28.47222222,28,74.2,31.13333333,34.86666667
12-01-2023 09:00,505588,18.97983393,25.5489022,1716.422764,19.21296296,28.86666667,73.4,30.4,34.66666667
12-01-2023 09:15,505603,22.06405694,31.93612774,1161.95122,3.472222222,29,72.6,31.66666667,35.6
12-01-2023 09:30,505618,26.09727165,37.5249501,1095.934959,1.157407407,29,72.46666667,31.93333333,35.53333333
12-01-2023 09:45,505633,29.18149466,42.11576846,1155.121951,0.462962963,29,73.53333333,34.46666667,40.6
12-01-2023 10:00,505648,31.31672598,50.499002,1220.487805,0,29,72.93333333,35.4,42.6
12-01-2023 10:15,505663,22.06405694,42.51497006,877.398374,0.231481481,29,70.26666667,27.53333333,30.73333333
12-01-2023 10:30,505678,19.45432977,38.92215569,713.1707317,0,29,67.73333333,24,26.13333333
12-01-2023 10:45,505693,31.5539739,49.10179641,1161.300813,0.925925926,29,67.46666667,24.73333333,26.26666667
12-01-2023 11:00,505708,27.75800712,43.71257485,821.1382114,0,29.86666667,66.66666667,20.26666667,21.8
12-01-2023 11:15,505723,27.99525504,42.71457086,677.398374,0,30,65,16.93333333,18.8
12-01-2023 11:30,505738,24.6737841,39.92015968,592.8455285,0,30,63.46666667,15.2,16.46666667
12-01-2023 11:45,505753,16.84460261,36.32734531,315.4471545,0,30,62.46666667,13.13333333,14.33333333
12-01-2023 12:00,505768,19.45432977,39.12175649,373.9837398,0,30,61.8,14.6,15.8
12-01-2023 12:15,505783,22.77580071,42.71457086,475.7723577,0,30.93333333,61.4,17.26666667,18.6
12-01-2023 12:30,505798,20.16607355,44.91017964,450.4065041,0,31,60.2,18.8,19.93333333
12-01-2023 12:45,505813,16.84460261,46.10778443,417.5609756,0,31,59.13333333,19.8,20.86666667
12-01-2023 13:00,505828,20.87781732,43.71257485,560,0,31,57.33333333,17.53333333,18.66666667
12-01-2023 13:15,505843,21.35231317,47.50499002,534.3089431,0,31.93333333,56.46666667,19.06666667,20.26666667
12-01-2023 13:30,505858,24.43653618,46.50698603,596.4227642,0,32,56.06666667,19.53333333,21.46666667
12-01-2023 13:45,505873,22.30130486,45.50898204,421.4634146,0,32,56.33333333,18.93333333,20.53333333
12-01-2023 14:00,505888,14.70937129,40.51896208,298.8617886,0,32,55,19.13333333,19.86666667
12-01-2023 14:15,505903,17.31909846,40.31936128,297.2357724,0,32,54.13333333,19.33333333,20.13333333
12-01-2023 14:30,505918,20.16607355,41.91616766,387.9674797,0,32.33333333,53.4,20.6,21.4
12-01-2023 14:45,505933,19.92882562,40.71856287,378.5365854,0,33,53,20.33333333,21.13333333
12-01-2023 15:00,505948,24.91103203,45.90818363,408.4552846,0,33,52.93333333,17.6,18.46666667
12-01-2023 15:15,505963,17.79359431,49.9001996,314.796748,0,33,52.93333333,14.66666667,16
12-01-2023 15:30,505978,22.53855279,52.09580838,340.1626016,0,33,53,15.33333333,16.4
12-01-2023 15:45,505993,21.35231317,50.89820359,391.8699187,0,33,52.13333333,15.66666667,16.46666667
12-01-2023 16:00,506008,19.45432977,52.29540918,362.601626,0,33,50.93333333,13.93333333,14.6
12-01-2023 16:15,506023,28.46975089,65.26946108,556.097561,0,33,51.2,16,16.8
12-01-2023 16:30,506038,20.40332147,66.46706587,343.4146341,0,33,51.86666667,16.46666667,17.26666667
12-01-2023 16:45,506053,12.09964413,63.47305389,190.8943089,0,33,52.06666667,16.93333333,17.4
12-01-2023 17:00,506068,15.42111507,62.4750499,258.2113821,0,33,51.73333333,18.73333333,20.13333333
12-01-2023 17:15,506083,20.40332147,66.26746507,389.5934959,0,33,52.73333333,19.86666667,21.13333333
12-01-2023 17:30,506098,31.79122183,69.26147705,660.4878049,0,33,54.8,21.53333333,22.46666667
12-01-2023 17:45,506113,32.74021352,69.66067864,696.9105691,0,33,57.4,23,24.06666667
12-01-2023 18:00,506128,29.18149466,63.67265469,627.9674797,0,33,58,22.4,23.06666667
12-01-2023 18:15,506143,31.79122183,59.88023952,746.6666667,0,33,57.26666667,22.66666667,23.2
12-01-2023 18:30,506158,20.16607355,48.50299401,533.0081301,0,32.53333333,55.13333333,18.4,19.06666667
12-01-2023 18:45,506173,16.37010676,47.90419162,357.7235772,0,32,55.6,18.13333333,19.06666667
12-01-2023 19:00,506188,32.5029656,55.88822355,693.9837398,0,32,56.8,21.2,23.53333333
12-01-2023 19:15,506203,33.21470937,56.48702595,555.4471545,0,32,57.53333333,21.53333333,22.6
12-01-2023 19:30,506218,28.23250297,56.68662675,578.5365854,0.231481481,32,58.2,25.8,26.66666667
12-01-2023 19:45,506233,37.72241993,58.28343313,739.8373984,0.231481481,32,59.13333333,26.66666667,28
12-01-2023 20:00,506248,40.56939502,61.07784431,910.2439024,1.157407407,32,60,28.73333333,30.53333333
12-01-2023 20:15,506263,31.07947805,62.2754491,461.1382114,0,31.6,63.33333333,31.6,35.6
12-01-2023 20:30,506278,31.31672598,63.0738523,377.5609756,0,31,67.46666667,34.66666667,40.4
12-01-2023 20:45,506293,27.04626335,56.88622754,360.6504065,0,31,68.4,36.4,43
12-01-2023 21:00,506308,23.01304864,58.08383234,306.0162602,0,30.26666667,69.4,35.06666667,41.73333333
12-01-2023 21:15,506323,24.43653618,54.09181637,297.2357724,0,30,70.46666667,32.53333333,36.93333333
12-01-2023 21:30,506338,20.87781732,50.89820359,281.9512195,0,30,71,30.46666667,33.4
12-01-2023 21:45,506353,17.08185053,50.89820359,198.699187,0,29.33333333,71,30.6,33.06666667
12-01-2023 22:00,506368,16.84460261,47.30538922,250.4065041,0,29,71,30.33333333,33.4
12-01-2023 22:15,506383,15.42111507,41.71656687,258.5365854,0,29.66666667,71,29.06666667,32.33333333
12-01-2023 22:30,506398,17.55634638,38.72255489,312.8455285,0,30,70.06666667,32,36
12-01-2023 22:45,506413,24.6737841,41.31736527,525.5284553,0,30,70,33.4,38.26666667
12-01-2023 23:00,506428,27.99525504,42.11576846,591.5447154,0,30,69.53333333,32.86666667,37.13333333
12-01-2023 23:15,506443,30.36773428,41.71656687,665.6910569,0,30,68.86666667,29.93333333,32.53333333
12-01-2023 23:30,506458,24.6737841,27.74451098,694.3089431,0,30,68.93333333,30.53333333,33.53333333
12-01-2023 23:45,506473,26.09727165,39.32135729,531.3821138,0,30,69.46666667,32.93333333,37.33333333
13-01-2023 00:00,506488,24.6737841,40.91816367,458.8617886,0,29.53333333,70.8,32.4,36.66666667
13-01-2023 00:15,506503,28.23250297,40.11976048,506.6666667,0,29,71.66666667,33.13333333,37.73333333
13-01-2023 00:30,506518,27.75800712,37.3253493,531.3821138,0,29,72.06666667,32.13333333,36.2
13-01-2023 00:45,506533,26.33451957,34.73053892,690.0813008,0,29,71.93333333,31.93333333,35.33333333
13-01-2023 01:00,506548,25.6227758,34.73053892,608.4552846,0,29,71,31.4,34.4
13-01-2023 01:15,506563,24.6737841,33.93213573,499.5121951,0,29,70.93333333,31.6,35
13-01-2023 01:30,506578,23.25029656,32.33532934,464.7154472,0,29,70.13333333,32.26666667,35.66666667
13-01-2023 01:45,506593,23.96204033,31.53692615,425.6910569,0,29,70,32.2,35.6
13-01-2023 02:00,506608,20.87781732,31.93612774,315.1219512,0,29,71,33.2,36.73333333
13-01-2023 02:15,506623,14.47212337,28.94211577,155.1219512,0,29,70.86666667,33.46666667,37.86666667
13-01-2023 02:30,506638,17.31909846,30.93812375,171.3821138,0,28.66666667,71.8,35,39.73333333
13-01-2023 02:45,506653,17.31909846,31.73652695,190.8943089,0,28,72.4,36.2,42.73333333
13-01-2023 03:00,506668,18.50533808,30.13972056,193.1707317,0,28,73.13333333,36.66666667,43.8
13-01-2023 03:15,506683,18.03084223,28.94211577,231.2195122,0,28,73,33.86666667,37.8
13-01-2023 03:30,506698,21.35231317,27.34530938,387.3170732,0,28.93333333,72.06666667,33.93333333,38.53333333
13-01-2023 03:45,506713,17.79359431,25.94810379,334.3089431,0,29,71.4,33,37.26666667
13-01-2023 04:00,506728,18.26809015,25.1497006,260.1626016,0,29,70.8,32.86666667,37.53333333
13-01-2023 04:15,506743,14.47212337,23.95209581,146.0162602,0,29,70,32,35.93333333
13-01-2023 04:30,506758,19.92882562,27.54491018,270.2439024,0,29,71,34.2,39.93333333
13-01-2023 04:45,506773,18.50533808,26.34730539,408.1300813,0,29,71,33.46666667,38.93333333
13-01-2023 05:00,506788,20.40332147,25.3493014,330.4065041,0,29,71,34.13333333,39.13333333
13-01-2023 05:15,506803,20.6405694,26.14770459,300.4878049,0,29,71,33.93333333,40.13333333
13-01-2023 05:30,506818,19.45432977,25.94810379,309.5934959,0,29,71,33.33333333,38.66666667
13-01-2023 05:45,506833,18.742586,28.14371257,261.7886179,0,29,71.33333333,34.33333333,39.66666667
13-01-2023 06:00,506848,18.03084223,29.14171657,149.2682927,0,28.8,71.4,31.33333333,35
13-01-2023 06:15,506863,18.50533808,29.54091816,93.65853659,0,28,73.8,29.33333333,31.66666667
13-01-2023 06:30,506878,21.11506524,29.54091816,182.7642276,0,28,74.53333333,29.2,32.33333333
13-01-2023 06:45,506893,23.01304864,29.94011976,244.2276423,0,28,74.2,30.46666667,33.46666667
13-01-2023 07:00,506908,21.58956109,27.74451098,459.5121951,0,28.6,74.73333333,30.93333333,35.06666667
13-01-2023 07:15,506923,22.77580071,26.14770459,749.5934959,0.462962963,28.46666667,75,30.13333333,33.86666667
13-01-2023 07:30,506938,21.58956109,26.14770459,1205.853659,15.74074074,29,74.73333333,31.73333333,35.6
13-01-2023 07:45,506953,18.50533808,22.35528942,1150.894309,8.101851852,29,72.93333333,28.46666667,31.73333333
13-01-2023 08:00,506968,13.04863582,19.56087824,821.7886179,0,29,68.8,15.93333333,17.66666667
13-01-2023 08:15,506983,15.42111507,23.15369261,911.8699187,0.925925926,29,68.66666667,14.73333333,17.26666667
13-01-2023 08:30,506998,16.60735469,22.95409182,1058.536585,0.231481481,29,68.8,16.6,18.2
13-01-2023 08:45,507013,16.60735469,26.34730539,622.4390244,0.231481481,29,68.8,16.86666667,18.66666667
13-01-2023 09:00,507028,17.79359431,27.14570858,472.5203252,0,28.13333333,69.93333333,17.86666667,19.2
13-01-2023 09:15,507043,17.31909846,25.3493014,478.699187,0,28,69.13333333,16.8,17.93333333
13-01-2023 09:30,507058,22.06405694,31.53692615,826.3414634,0.231481481,28.8,69.13333333,16.66666667,18.53333333
13-01-2023 09:45,507073,21.82680902,30.33932136,991.5447154,1.157407407,29,68.93333333,17.53333333,19.4
13-01-2023 10:00,507088,18.03084223,27.74451098,958.699187,4.62962963,29,66.6,12.93333333,14.06666667
13-01-2023 10:15,507103,19.45432977,31.13772455,839.3495935,2.083333333,29,66.46666667,13.86666667,15.4
13-01-2023 10:30,507118,16.37010676,27.34530938,671.5447154,0,29,64.8,11.13333333,12.8
13-01-2023 10:45,507133,20.87781732,32.53493014,905.3658537,0,29,63.13333333,13.33333333,15.06666667
13-01-2023 11:00,507148,23.48754448,36.52694611,916.7479675,0.694444444,29.86666667,63.06666667,15.26666667,16
13-01-2023 11:15,507163,23.25029656,38.52295409,875.1219512,0,30,62.26666667,13.6,14.8
13-01-2023 11:30,507178,15.18386714,39.72055888,455.2845528,0,30,62.6,13.66666667,14.33333333
13-01-2023 11:45,507193,17.79359431,43.91217565,323.902439,0,30,62.93333333,15.66666667,17.06666667
13-01-2023 12:00,507208,26.80901542,46.30738523,789.2682927,0,30,62.33333333,19.86666667,20.86666667
13-01-2023 12:15,507223,22.53855279,50.2994012,621.4634146,0,30,61.66666667,22.53333333,25.26666667
13-01-2023 12:30,507238,11.15065243,46.50698603,195.1219512,0,30,60.86666667,21.33333333,22.46666667
13-01-2023 12:45,507253,17.08185053,50.89820359,289.7560976,0,30,61.06666667,23.6,24.8
13-01-2023 13:00,507268,18.742586,59.08183633,326.504065,0,30.46666667,61.06666667,27.26666667,29
13-01-2023 13:15,507283,28.23250297,60.87824351,802.9268293,0,31,60.53333333,29.73333333,32.33333333
